Incident No,Business Unit,Site,City,Latitude (Site),Longitude (Site),State,Country,Damage Type,Damaged Item,Date and Time of Incident,Impacted Person,Incident Cause,Incident Description,Incident Severity,Incident Type,Reported By,Worker Type,Lost Hours,Reporting Time
29425,Transport,Thatcham - Depot,Bath,51.36203534,-2.352306051,England,United Kingdom,,,08/03/2023 16:58,,Accidents,Description 22397,Major,Near Miss,Hamilton Meathouse,Agency,,42
20726,Transport,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,12/12/2022 07:00,,Accidents,Description 20973,Major,Near Miss,Hamilton Meathouse,Agency,,54
20472,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,28/09/2021 09:31,,Accidents,Description 13637,Major,Near Miss,Hamilton Meathouse,Agency,,55
7251,Transport,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,02/07/2022 08:24,,Accidents,Description 18385,Major,Near Miss,Hamilton Meathouse,Agency,,59
39747,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,05/02/2020 00:00,,Accidents,Description 5229,Major,Near Miss,Hamilton Meathouse,Agency,,58
22371,Transport,Wilnecote,Stoke-on-Trent,52.98651654,-2.17891467,England,United Kingdom,,,14/04/2020 12:56,,Accidents,Description 5649,Major,Near Miss,Jenny Jet,Agency,,32
21842,Transport,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,06/01/2021 08:30,,Accidents,Description 8941,Major,Near Miss,Jenny Jet,Agency,,46
26368,Transport,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,20/05/2021 19:00,,Accidents,Description 11841,Major,Near Miss,Jenny Jet,Agency,,49
24763,Transport,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,15/09/2021 08:25,,Accidents,Description 13585,Major,Near Miss,Jenny Jet,Agency,,21
12086,Transport,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,07/10/2021 11:38,,Accidents,Description 13865,Major,Near Miss,Jenny Jet,Agency,,28
11396,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,06/02/2020 08:15,,Accidents,Description 4621,Major,Near Miss,Jenny Jet,Agency,,35
17489,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,29/03/2022 11:30,,Accidents,Description 16685,Major,Near Miss,Jill Fan,Agency,,16
12715,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,09/11/2020 15:46,,Accidents,Description 7937,Major,Near Miss,Jill Fan,Agency,,31
19570,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,29/09/2022 14:57,,Accidents,Description 19793,Major,Near Miss,Jill Fan,Agency,,13
17352,Transport,Whittlesey - Depot,Birmingham,52.48,-1.9025,England,United Kingdom,,,29/03/2022 08:32,,Accidents,Description 16697,Major,Near Miss,Jon Hamm,Agency,,10
25747,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,13/03/2020 08:24,,Accidents,Description 5397,Major,Near Miss,Jon Hamm,Agency,,56
21799,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,04/09/2022 01:00,,Accidents,Description 19385,Major,Near Miss,Jon Hamm,Agency,,34
21161,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,20/08/2020 06:47,,Accidents,Description 6689,Major,Near Miss,Kate Fear,Agency,,30
22729,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,09/03/2021 11:00,,Accidents,Description 10233,Major,Near Miss,Kate Fear,Agency,,27
33948,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,11/10/2021 06:00,,Accidents,Description 13857,Major,Near Miss,Kate Fear,Agency,,32
31090,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,30/06/2022 08:00,,Accidents,Description 18365,Major,Near Miss,Kate Fear,Agency,,12
17339,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,27/01/2023 08:00,,Accidents,Description 21585,Major,Near Miss,Kate Fear,Agency,,45
20105,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,20/01/2020 19:37,,Accidents,Description 4133,Major,Near Miss,Kate Fear,Agency,,58
8350,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,16/03/2022 13:56,,Accidents,Description 16461,Major,Near Miss,Kate Fear,Agency,,42
14034,Transport,Swillington,Plymouth,50.3990056,-4.159206911,England,United Kingdom,,,18/07/2022 06:30,,Accidents,Description 18657,Major,Near Miss,Lord Fotheringham,Agency,,59
21748,Transport,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,06/06/2022 14:30,,Accidents,Description 17821,Major,Near Miss,Lord Fotheringham,Agency,,59
24465,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,11/08/2021 16:00,,Accidents,Description 13005,Major,Near Miss,Lord Fotheringham,Agency,,10
27917,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,08/11/2022 08:00,,Accidents,Description 20421,Major,Near Miss,Lord Fotheringham,Agency,,50
35880,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,01/08/2020 09:14,,Accidents,Description 6549,Major,Near Miss,Lord Fotheringham,Agency,,12
40618,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,25/01/2021 10:15,,Accidents,Description 9229,Major,Near Miss,Lord Fotheringham,Agency,,27
38478,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,03/03/2021 13:33,,Accidents,Description 10209,Major,Near Miss,Lord Fotheringham,Agency,,49
14698,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,04/03/2021 13:49,,Accidents,Description 10213,Major,Near Miss,Lord Fotheringham,Agency,,12
30302,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,10/03/2021 14:14,,Accidents,Description 10293,Major,Near Miss,Lord Fotheringham,Agency,,34
7329,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,22/03/2021 08:41,,Accidents,Description 10565,Major,Near Miss,Lord Fotheringham,Agency,,49
25415,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,17/06/2021 07:41,,Accidents,Description 12149,Major,Near Miss,Lord Fotheringham,Agency,,19
25451,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,05/07/2022 11:18,,Accidents,Description 18533,Major,Near Miss,Lord Fotheringham,Agency,,48
21255,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,28/02/2023 06:50,,Accidents,Description 22209,Major,Near Miss,Lord Fotheringham,Agency,,35
14929,Transport,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,10/11/2022 11:57,,Accidents,Description 20449,Major,Near Miss,Max Avantgarde,Agency,,59
15835,Transport,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,27/01/2023 13:41,,Accidents,Description 21613,Major,Near Miss,Max Avantgarde,Agency,,26
8059,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,11/07/2022 09:34,,Accidents,Description 18525,Major,Near Miss,Max Avantgarde,Agency,,20
11375,Transport,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,19/07/2022 15:14,,Accidents,Description 18713,Major,Near Miss,Max Avantgarde,Agency,,44
20732,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,15/05/2021 09:00,,Accidents,Description 11577,Major,Near Miss,Max Avantgarde,Agency,,57
21196,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,23/01/2022 09:46,,Accidents,Description 15181,Major,Near Miss,Max Avantgarde,Agency,,52
36567,Transport,Wilnecote,Stoke-on-Trent,52.98651654,-2.17891467,England,United Kingdom,,,24/11/2020 11:36,,Accidents,Description 8269,Major,Near Miss,Nan Slack,Agency,,11
15551,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,20/01/2023 06:18,,Accidents,Description 21713,Major,Near Miss,Nan Slack,Agency,,41
38756,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,23/02/2023 13:58,,Accidents,Description 22337,Major,Near Miss,Nan Slack,Agency,,31
18715,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,08/10/2021 10:50,,Accidents,Description 13849,Major,Near Miss,Nan Slack,Agency,,21
39217,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,26/05/2022 07:23,,Accidents,Description 17649,Major,Near Miss,Neal Doubledecker,Agency,,37
22940,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,17/01/2020 10:00,,Accidents,Description 4077,Major,Near Miss,Penny Traitor,Agency,,31
27086,Transport,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,08/02/2021 05:40,,Accidents,Description 9561,Major,Near Miss,Pooky Hook,Agency,,60
28343,Transport,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,22/07/2022 12:53,,Accidents,Description 18769,Major,Near Miss,Pooky Hook,Agency,,33
29177,Transport,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,05/09/2022 09:00,,Accidents,Description 19397,Major,Near Miss,Pooky Hook,Agency,,32
33147,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,19/05/2021 16:30,,Accidents,Description 11677,Major,Near Miss,Pooky Hook,Agency,,52
41769,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,31/12/2021 10:00,,Accidents,Description 14901,Major,Near Miss,Porche DeCoogan,Agency,,39
16634,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,13/02/2020 02:00,,Accidents,Description 4733,Major,Near Miss,Porche DeCoogan,Agency,,12
20086,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,02/03/2022 12:00,,Accidents,Description 16117,Major,Near Miss,Porche DeCoogan,Agency,,30
42891,Transport,Desford - Depot,Maidstone,51.25889583,0.498137934,England,United Kingdom,,,14/10/2022 08:32,,Accidents,Description 20197,Major,Near Miss,Porche DeCoogan,Agency,,53
33544,Transport,Desford - Depot,Maidstone,51.25889583,0.498137934,England,United Kingdom,,,15/11/2022 14:25,,Accidents,Description 20637,Major,Near Miss,Porche DeCoogan,Agency,,16
22961,Transport,Wilnecote,Stoke-on-Trent,52.98651654,-2.17891467,England,United Kingdom,,,17/10/2022 07:00,,Accidents,Description 20033,Major,Near Miss,Radish Horror,Agency,,19
18296,Transport,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,07/04/2022 14:34,,Accidents,Description 16861,Major,Near Miss,Radish Horror,Agency,,10
22018,Transport,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,03/05/2022 09:44,,Accidents,Description 17397,Major,Near Miss,Radish Horror,Agency,,21
40540,Transport,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,12/05/2022 10:58,,Accidents,Description 17405,Major,Near Miss,Radish Horror,Agency,,55
18074,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,17/11/2020 14:00,,Accidents,Description 8161,Major,Near Miss,Radish Horror,Agency,,15
40840,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,25/01/2021 10:02,,Accidents,Description 9261,Major,Near Miss,Radish Horror,Agency,,25
8106,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,30/04/2021 08:00,,Accidents,Description 11277,Major,Near Miss,Radish Horror,Agency,,36
41187,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,08/02/2020 11:00,,Accidents,Description 4625,Major,Near Miss,Ray Purchase,Agency,,15
13174,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,10/09/2022 10:34,,Accidents,Description 19537,Major,Near Miss,Ray Purchase,Agency,,58
15199,Transport,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,09/06/2021 09:30,,Accidents,Description 12121,Major,Near Miss,Ricky Seasack,Agency,,15
16005,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,28/01/2022 12:30,,Accidents,Description 15369,Major,Near Miss,Ricky Seasack,Agency,,34
30878,Transport,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,02/09/2022 10:17,,Accidents,Description 19349,Major,Near Miss,Roy Highknock,Agency,,59
30649,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,13/09/2021 14:22,,Accidents,Description 13485,Major,Near Miss,Roy Highknock,Agency,,52
40615,Transport,Newbury,Darlington,54.52428462,-1.658029246,England,United Kingdom,,,18/05/2021 15:30,,Accidents,Description 11653,Major,Near Miss,Russ Nightlife,Agency,,45
38505,Transport,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,11/04/2022 11:00,,Accidents,Description 16821,Major,Near Miss,Russ Nightlife,Agency,,50
16044,Transport,Desford,Crawley,51.119827,-0.254941845,England,United Kingdom,,,22/09/2021 11:20,,Accidents,Description 13601,Major,Near Miss,Russ Nightlife,Agency,,37
36522,Transport,Wilnecote,Stoke-on-Trent,52.98651654,-2.17891467,England,United Kingdom,,,05/04/2020 10:00,,Accidents,Description 5621,Major,Near Miss,Sam Mendlips,Agency,,10
28723,Transport,Wilnecote,Stoke-on-Trent,52.98651654,-2.17891467,England,United Kingdom,,,10/03/2021 10:00,,Accidents,Description 10297,Major,Near Miss,Sam Mendlips,Agency,,17
8207,Transport,Wilnecote,Stoke-on-Trent,52.98651654,-2.17891467,England,United Kingdom,,,28/09/2022 10:05,,Accidents,Description 19765,Major,Near Miss,Sam Mendlips,Agency,,12
30527,Transport,Wilnecote,Stoke-on-Trent,52.98651654,-2.17891467,England,United Kingdom,,,19/10/2022 12:00,,Accidents,Description 20177,Major,Near Miss,Sam Mendlips,Agency,,11
16964,Transport,Whittlesey - Depot,Birmingham,52.48,-1.9025,England,United Kingdom,,,10/06/2022 15:11,,Accidents,Description 18041,Major,Near Miss,Sam Mendlips,Agency,,25
36599,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,25/09/2020 06:00,,Accidents,Description 7297,Major,Near Miss,Sam Mendlips,Agency,,55
16977,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,07/10/2020 15:00,,Accidents,Description 7441,Major,Near Miss,Sam Mendlips,Agency,,21
36200,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,04/01/2021 08:47,,Accidents,Description 8881,Major,Near Miss,Sam Mendlips,Agency,,42
18676,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,16/03/2022 08:30,,Accidents,Description 16365,Major,Near Miss,Sam Mendlips,Agency,,48
22441,Transport,Somercotes,Wroxham,52.69137649,1.394426132,England,United Kingdom,,,20/04/2022 13:00,,Accidents,Description 17001,Major,Near Miss,Sam Mendlips,Agency,,30
13677,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,01/09/2020 07:00,,Accidents,Description 6841,Major,Near Miss,Sam Mendlips,Agency,,31
14015,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,25/02/2021 07:20,,Accidents,Description 9961,Major,Near Miss,Sam Mendlips,Agency,,37
8549,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,07/01/2020 11:14,,Accidents,Description 3777,Major,Near Miss,Sam Mendlips,Agency,,42
30096,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,12/04/2021 13:02,,Accidents,Description 10901,Major,Near Miss,Sam Mendlips,Agency,,51
27507,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,10/05/2021 07:26,,Accidents,Description 11465,Major,Near Miss,Sam Mendlips,Agency,,49
29362,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,18/02/2022 10:56,,Accidents,Description 15917,Major,Near Miss,Sam Mendlips,Agency,,46
8850,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,29/03/2022 11:00,,Accidents,Description 16717,Major,Near Miss,Sam Mendlips,Agency,,21
30139,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,11/04/2022 05:50,,Accidents,Description 16813,Major,Near Miss,Sam Mendlips,Agency,,60
20452,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,21/04/2022 11:11,,Accidents,Description 17037,Major,Near Miss,Sam Mendlips,Agency,,47
8025,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,20/07/2022 11:36,,Accidents,Description 18757,Major,Near Miss,Sam Mendlips,Agency,,41
41415,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,14/09/2022 09:04,,Accidents,Description 19645,Major,Near Miss,Sam Mendlips,Agency,,40
32224,Transport,Hoveringham,Bradford,53.80687454,-1.783967382,England,United Kingdom,,,09/01/2023 09:54,,Accidents,Description 21313,Major,Near Miss,Sam Mendlips,Agency,,52
28504,Transport,Kirton,Nottingham,53.00890879,-1.080582822,England,United Kingdom,,,29/10/2021 11:19,,Accidents,Description 14181,Major,Near Miss,Sookie Houseboat,Agency,,21
30942,Transport,Hams Hall,Liverpool,53.4094,-2.9785,England,United Kingdom,,,19/05/2021 13:11,,Accidents,Description 11661,Major,Near Miss,Sookie Houseboat,Agency,,12
7419,Transport,Whittlesey,Kendal,54.31730537,-2.725765607,England,United Kingdom,,,29/07/2022 09:59,,Accidents,Description 19293,Major,Near Miss,Steven Toast,Agency,,28
8069,Transport,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,15/09/2020 15:25,,Accidents,Description 7057,Major,Near Miss,Susan Random,Agency,,50
12875,Transport,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,30/09/2020 14:29,,Accidents,Description 7237,Major,Near Miss,Susan Random,Agency,,58
25886,Transport,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,26/01/2021 16:14,,Accidents,Description 9285,Major,Near Miss,Susan Random,Agency,,35
26987,Transport,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,29/03/2021 09:13,,Accidents,Description 10661,Major,Near Miss,Susan Random,Agency,,17
39611,Transport,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,18/10/2021 15:07,,Accidents,Description 13989,Major,Near Miss,Susan Random,Agency,,51
17273,Transport,Milton,Hull,53.82159279,-0.31962791,England,United Kingdom,,,10/05/2022 10:47,,Accidents,Description 17321,Major,Near Miss,Susan Random,Agency,,20
23650,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,03/10/2020 05:30,,Accidents,Description 7329,Major,Near Miss,Susan Random,Agency,,50
36256,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,06/09/2021 11:30,,Accidents,Description 13349,Major,Near Miss,Susan Random,Agency,,35
14736,Transport,Kings Dyke,Spalding,52.76839834,-0.105246123,England,United Kingdom,,,05/07/2022 07:30,,Accidents,Description 18433,Major,Near Miss,Susan Random,Agency,,19
